date,Holiday,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration
2015-11-19,0,19.1,11.0,14.6,0.0,5.4,16.06,2.66
2015-11-20,0,20.8,11.6,15.7,0.0,6.4,15.89,2.76
2015-11-21,0,19.5,12.4,15.5,0.0,5.4,15.3,2.59
2015-11-22,0,19.3,11.9,15.1,0.0,6.1,15.3,2.58
2015-11-23,0,18.8,12.7,15.1,0.0,5.5,14.88,2.45
2015-11-24,0,18.8,12.3,14.8,0.0,6.7,13.96,2.32
2015-11-25,0,17.8,12.2,14.3,0.0,6.0,11.36,1.9
2015-11-26,0,17.1,12.3,14.1,0.0,5.2,8.14,1.42
2015-11-27,0,16.6,11.5,13.5,0.1,4.4,7.34,1.26
2015-11-28,0,17.3,10.0,13.5,0.0,6.1,12.1,1.99
2015-11-29,0,18.4,12.3,14.8,0.0,7.0,12.54,2.09
2015-11-30,0,19.2,12.0,15.1,0.0,8.7,14.12,2.34
2015-12-01,0,18.2,11.6,14.6,0.0,6.6,11.81,1.96
2015-12-02,0,17.6,10.5,13.6,0.2,6.5,9.57,1.62
2015-12-03,0,16.3,9.8,12.9,3.0,6.6,13.91,2.18
2015-12-04,0,16.5,9.7,12.6,0.0,6.4,15.1,2.32
2015-12-05,0,14.7,9.3,11.7,0.0,5.6,10.99,1.69
2015-12-06,0,16.2,9.7,12.5,0.0,5.5,12.56,1.96
2015-12-07,0,15.6,10.3,12.4,0.0,5.4,10.35,1.67
2015-12-08,0,15.2,10.2,12.1,0.1,6.3,11.01,1.75
2015-12-09,0,14.4,9.6,11.7,0.0,4.7,8.7,1.38
2015-12-10,0,16.4,10.2,12.7,0.0,7.7,12.23,1.92
2015-12-11,0,17.6,9.9,13.2,0.0,8.1,14.78,2.36
2015-12-12,0,16.6,9.5,12.5,0.6,7.0,13.63,2.16
2015-12-13,0,15.5,9.3,11.5,0.0,6.5,12.74,1.96
2015-12-14,0,14.7,8.5,11.0,0.0,7.4,13.29,1.99
2015-12-15,1,12.4,7.3,9.4,0.0,7.4,12.51,1.77
2015-12-16,0,11.3,6.8,8.6,0.0,5.4,9.03,1.31
2015-12-17,0,12.5,6.8,9.3,0.0,5.6,12.87,1.81
2015-12-18,0,12.4,5.0,8.2,0.0,7.5,14.45,1.99
2015-12-19,0,12.7,5.6,8.6,0.0,6.4,13.9,1.95
2015-12-20,0,12.6,6.0,8.6,0.0,6.6,14.06,1.95
2015-12-21,0,11.2,5.2,7.9,0.0,5.6,11.54,1.61
2015-12-22,0,13.1,5.2,8.6,0.0,6.6,14.76,2.08
2015-12-23,0,13.5,5.1,8.6,0.0,6.9,15.33,2.15
2015-12-24,0,12.0,4.7,7.8,0.0,7.3,15.33,2.07
2015-12-25,1,11.2,4.5,7.3,0.0,6.4,14.65,1.97
2015-12-26,0,12.7,5.2,8.3,0.0,5.4,14.75,2.05
2015-12-27,0,14.8,7.2,10.1,0.0,5.5,14.93,2.21
2015-12-28,0,14.9,8.1,10.6,0.0,5.8,14.46,2.14
2015-12-29,0,15.2,7.6,10.4,0.0,6.2,14.75,2.17
2015-12-30,1,15.7,7.6,10.8,0.0,6.3,14.43,2.16
2015-12-31,0,15.2,7.7,10.9,0.3,5.4,13.64,2.06
2016-01-01,0,15.4,8.4,11.3,0.0,5.8,14.25,2.12
2016-01-02,0,16.1,8.3,11.6,0.3,6.0,13.73,2.13
2016-01-03,0,14.1,8.6,10.8,0.9,6.3,12.09,1.82
2016-01-04,0,14.9,7.9,10.8,0.0,5.5,14.31,2.14
2016-01-05,0,15.5,7.5,11.2,0.0,6.5,14.44,2.2
2016-01-06,0,14.2,6.7,10.1,0.0,6.9,10.85,1.66
2016-01-07,0,15.2,8.5,11.2,0.0,8.2,11.87,1.84
2016-01-08,0,15.1,7.7,10.7,1.8,8.0,13.93,2.12
2016-01-09,0,13.5,6.4,9.5,0.0,8.0,14.7,2.11
2016-01-10,0,13.3,6.0,9.3,0.0,6.6,11.88,1.74
2016-01-11,1,13.4,5.9,9.4,0.0,6.1,12.69,1.86
2016-01-12,0,13.0,6.6,9.5,0.0,6.1,10.81,1.62
2016-01-13,0,13.0,7.6,9.6,0.0,6.5,10.94,1.64
2016-01-14,0,13.5,6.8,9.6,0.1,8.5,11.57,1.72
2016-01-15,1,13.4,6.8,9.6,0.1,8.8,11.97,1.74
2016-01-16,0,13.7,6.1,9.4,0.0,7.2,13.89,2.02
2016-01-17,0,13.3,3.6,8.8,0.0,6.2,13.73,1.98
2016-01-18,0,15.3,6.2,10.3,0.0,7.2,16.69,2.52
2016-01-19,0,12.3,7.0,9.1,2.1,4.1,7.42,1.24
2016-01-20,0,12.4,6.5,8.5,1.4,5.9,12.39,1.78
2016-01-21,0,10.9,6.3,8.0,0.9,7.1,9.95,1.43
2016-01-22,0,11.4,2.9,7.4,0.0,6.7,13.54,1.87
2016-01-23,0,12.2,3.7,7.6,0.0,7.4,13.64,1.91
2016-01-24,0,11.4,2.6,7.3,0.1,6.6,11.64,1.64
2016-01-25,0,10.9,6.5,8.0,0.4,6.9,10.63,1.48
2016-01-26,0,11.0,5.4,7.9,0.0,7.0,11.13,1.6
2016-01-27,0,9.3,3.7,6.9,0.6,6.9,9.01,1.25
2016-01-28,0,9.3,4.3,6.8,0.0,5.0,7.48,1.11
2016-01-29,0,12.1,4.8,8.2,0.0,6.2,11.2,1.62
2016-01-30,1,13.0,5.7,9.2,0.0,7.4,10.62,1.6
2016-01-31,0,12.1,7.7,9.7,0.5,5.9,7.56,1.16
2016-02-01,0,16.4,7.5,11.5,0.0,9.9,16.85,2.64
2016-02-02,0,14.5,8.7,11.1,0.0,8.9,13.23,2.06
2016-02-03,0,15.8,7.1,11.0,0.0,7.7,17.05,2.58
2016-02-04,0,14.6,7.3,10.3,0.0,6.7,17.13,2.5
2016-02-05,0,16.2,6.7,10.9,0.0,7.1,17.99,2.67
2016-02-06,0,16.7,7.2,11.7,0.0,6.4,14.14,2.26
2016-02-07,0,17.3,8.9,13.1,0.2,6.4,15.58,2.52
2016-02-08,0,14.1,8.3,11.0,10.7,4.5,9.52,1.52
2016-02-09,0,15.1,3.2,9.6,0.0,7.9,14.66,2.26
2016-02-10,1,15.7,7.3,11.3,0.0,8.3,14.25,2.23
2016-02-11,0,15.6,4.0,10.6,0.0,6.3,14.43,2.27
2016-02-12,0,17.4,6.6,12.1,0.0,9.1,19.23,3.18
2016-02-13,0,19.1,6.4,12.9,0.0,8.7,19.47,3.35
2016-02-14,0,19.2,3.1,12.2,0.0,9.8,19.98,3.49
2016-02-15,0,19.2,10.0,14.1,0.0,9.8,20.16,3.59
2016-02-16,0,20.0,8.2,14.1,0.0,12.0,18.61,3.61
2016-02-17,0,21.5,8.6,14.9,0.0,9.8,20.3,3.9
2016-02-18,0,22.0,9.0,15.8,0.0,8.3,19.94,3.66
2016-02-19,1,22.7,12.3,17.0,0.0,7.7,18.57,3.4
2016-02-20,0,21.7,14.1,17.3,0.0,7.4,10.92,2.2
2016-02-21,0,21.2,11.3,16.3,0.0,12.0,19.91,3.58
2016-02-22,0,20.4,12.0,15.5,0.0,8.7,17.68,3.11
2016-02-23,0,18.4,10.9,14.3,0.0,7.7,15.34,2.67
2016-02-24,0,16.6,10.4,13.3,0.5,6.3,16.3,2.72
2016-02-25,0,19.1,9.9,14.4,0.0,7.0,20.4,3.45
2016-02-26,0,17.8,10.3,14.1,0.4,6.3,17.08,2.87
2016-02-27,0,16.9,11.3,13.8,0.6,4.6,16.87,2.81
2016-02-28,0,17.7,10.8,13.6,3.6,4.5,14.46,2.47
2016-02-29,0,19.5,9.2,14.2,2.3,6.1,19.08,3.29
2016-03-01,0,18.3,11.8,14.6,1.3,7.0,16.74,2.95
2016-03-02,0,19.0,11.4,15.2,0.1,8.0,16.62,2.97
2016-03-03,0,19.9,12.9,16.3,0.2,10.0,18.84,3.34
2016-03-04,0,19.5,12.3,15.8,1.6,6.8,17.65,3.14
2016-03-05,0,20.6,13.0,16.4,0.7,7.1,18.32,3.28
2016-03-06,0,20.3,8.9,15.8,0.8,7.6,19.32,3.56
2016-03-07,0,22.1,8.0,16.3,0.2,11.8,22.13,4.33
2016-03-08,1,21.7,13.8,17.4,0.0,11.1,21.59,4.35
2016-03-09,0,22.6,7.9,16.1,0.0,10.6,22.71,4.4
2016-03-10,0,23.4,8.7,17.0,0.0,10.8,22.73,4.45
2016-03-11,0,23.6,13.9,18.7,0.0,11.3,22.18,4.32
2016-03-12,0,24.0,13.6,18.1,0.2,12.6,20.09,4.03
2016-03-13,0,20.8,14.0,16.8,2.4,8.7,14.99,2.94
2016-03-14,0,18.9,11.9,14.5,3.9,7.3,16.26,2.84
2016-03-15,0,19.7,7.9,14.9,0.4,8.9,20.64,3.72
2016-03-16,0,20.2,11.4,15.8,0.0,9.2,22.99,4.04
2016-03-17,0,21.8,11.6,16.2,0.4,8.0,20.9,3.77
2016-03-18,0,20.9,12.1,16.7,0.0,10.0,21.79,3.96
2016-03-19,0,21.6,14.4,18.1,0.0,9.5,21.69,4.1
2016-03-20,0,22.0,13.4,18.1,0.0,9.5,22.28,4.21
2016-03-21,0,22.9,13.1,17.8,0.0,12.5,23.8,4.53
2016-03-22,0,22.3,12.3,17.2,0.1,10.0,24.19,4.6
2016-03-23,0,22.2,10.8,16.9,0.0,7.3,24.35,4.44
2016-03-24,0,22.5,13.5,18.1,0.0,6.0,24.72,4.5
2016-03-25,0,24.4,14.5,19.5,0.0,8.5,24.47,4.67
2016-03-26,0,25.2,16.3,20.7,0.0,8.4,20.24,4.06
2016-03-27,0,24.3,15.9,18.8,15.5,8.2,19.47,3.66
2016-03-28,0,19.6,13.6,15.8,18.1,9.8,14.89,2.71
2016-03-29,0,22.2,6.6,15.9,0.0,8.2,22.96,4.22
2016-03-30,0,22.2,15.1,17.8,3.6,6.6,20.11,3.7
2016-03-31,0,20.1,13.0,16.0,17.9,6.5,18.22,3.24
2016-04-01,0,20.2,13.6,16.5,1.5,7.3,17.71,3.17
2016-04-02,0,18.9,13.8,16.3,1.7,6.2,10.58,1.96
2016-04-03,0,21.0,15.3,17.6,0.5,6.3,9.84,1.9
2016-04-04,0,20.5,16.4,18.0,1.6,5.2,10.59,2.0
2016-04-05,0,24.5,15.5,19.9,1.7,11.0,22.86,4.4
2016-04-06,0,26.2,12.0,20.6,1.0,11.2,21.96,4.58
2016-04-07,0,26.7,10.2,19.6,0.0,14.4,22.5,4.87
2016-04-08,1,25.2,13.5,20.3,0.3,12.2,25.7,5.38
2016-04-09,0,27.0,10.3,20.4,0.0,12.6,27.28,5.85
2016-04-10,1,28.6,10.0,21.5,0.0,12.2,27.1,5.84
2016-04-11,0,27.8,18.4,22.9,0.0,15.1,25.66,5.67
2016-04-12,0,27.5,11.1,20.6,0.0,13.1,26.74,5.71
2016-04-13,1,27.0,10.8,20.3,0.2,11.8,25.93,5.35
2016-04-14,0,24.7,16.4,19.8,1.0,7.9,21.63,4.45
2016-04-15,0,26.7,11.8,20.9,0.0,8.1,24.73,5.13
2016-04-16,1,25.8,16.0,21.5,1.6,9.6,24.04,4.86
2016-04-17,0,25.1,13.9,20.1,1.4,6.5,19.79,3.92
2016-04-18,0,25.6,15.4,20.3,5.6,8.3,22.06,4.35
2016-04-19,0,27.9,16.2,22.3,0.0,11.5,25.36,5.34
2016-04-20,0,28.0,15.5,21.8,1.3,8.6,23.8,5.02
2016-04-21,0,27.6,15.3,22.4,0.0,10.3,24.9,5.33
2016-04-22,0,27.5,14.6,21.7,0.0,12.1,25.83,5.47
2016-04-23,0,26.7,14.0,21.1,1.4,10.0,24.35,5.14
2016-04-24,1,27.6,11.0,21.0,0.0,11.9,27.38,5.9
2016-04-25,0,28.6,10.8,21.8,0.0,10.7,28.77,6.12
2016-04-26,0,29.3,12.0,22.8,0.0,10.5,27.83,6.06
2016-04-27,0,28.7,13.7,22.6,0.0,13.5,24.58,5.61
2016-04-28,0,27.9,13.3,22.0,0.0,12.0,26.77,5.99
2016-04-29,0,28.7,12.0,22.1,0.0,10.0,27.72,6.15
2016-04-30,0,29.1,11.9,22.3,0.0,14.4,27.46,6.32
2016-05-01,1,28.7,16.2,23.4,0.0,7.1,26.36,5.88
2016-05-02,0,26.7,18.1,22.3,1.3,7.0,21.66,4.75
2016-05-03,0,25.4,15.5,19.7,8.0,7.2,22.23,4.21
2016-05-04,0,23.9,16.0,18.6,21.2,7.2,19.18,3.6
2016-05-05,0,22.2,15.2,18.9,5.3,5.4,20.75,3.84
2016-05-06,0,24.0,15.8,19.7,2.3,7.1,23.91,4.56
2016-05-07,0,24.4,14.9,19.3,9.9,5.9,21.47,4.12
2016-05-08,0,22.7,15.3,18.8,22.8,6.1,20.76,3.9
2016-05-09,0,23.8,16.3,19.9,6.6,6.1,20.26,3.88
2016-05-10,0,25.5,17.4,20.8,9.6,8.0,21.67,4.21
2016-05-11,0,25.2,17.4,20.7,8.8,7.2,18.18,3.61
2016-05-12,0,24.2,16.7,20.0,22.3,5.6,19.93,3.78
2016-05-13,0,21.9,16.7,19.0,25.6,7.3,15.01,2.82
2016-05-14,0,22.9,16.5,19.2,25.5,6.2,17.64,3.27
2016-05-15,0,24.6,16.8,20.1,7.0,6.6,21.43,4.04
2016-05-16,0,24.9,17.1,20.4,5.5,8.4,22.36,4.21
2016-05-17,0,26.8,14.8,20.9,11.8,6.2,23.9,4.69
2016-05-18,0,26.9,17.0,22.3,1.2,7.4,26.63,5.34
2016-05-19,0,25.5,18.6,21.3,3.4,6.8,21.99,4.25
2016-05-20,0,23.2,17.9,19.9,14.5,7.4,16.88,3.16
2016-05-21,0,22.3,16.0,19.3,6.9,3.0,11.94,2.34
2016-05-22,0,24.8,16.7,21.0,1.1,5.9,20.58,4.05
2016-05-23,1,25.5,18.1,20.8,16.6,7.4,17.69,3.5
2016-05-24,0,24.9,16.4,19.4,23.2,8.1,17.23,3.26
2016-05-25,0,23.7,14.7,19.3,5.7,7.5,21.87,4.06
2016-05-26,0,23.4,16.0,19.3,13.9,6.7,23.29,4.28
2016-05-27,0,22.4,16.1,18.9,23.1,5.8,14.77,2.83
2016-05-28,0,21.1,17.0,18.8,47.2,8.4,11.03,2.12
2016-05-29,1,23.3,15.7,18.9,10.9,6.5,17.78,3.36
2016-05-30,0,23.9,16.8,19.3,8.7,6.9,19.26,3.61
2016-05-31,0,23.3,16.0,19.6,11.4,8.4,22.94,4.26
2016-06-01,0,23.6,16.7,20.2,9.7,5.8,21.99,4.17
2016-06-02,0,25.0,17.3,21.2,0.9,6.2,23.71,4.59
2016-06-03,0,26.1,16.1,21.2,3.6,7.2,21.18,4.16
2016-06-04,0,25.2,18.9,21.6,4.7,5.9,19.25,3.8
2016-06-05,0,25.2,18.3,21.1,13.0,7.2,18.99,3.67
2016-06-06,0,24.7,19.0,21.3,11.0,6.9,18.84,3.64
2016-06-07,0,23.4,18.2,20.7,6.5,7.0,18.4,3.49
2016-06-08,0,24.5,18.4,21.2,7.2,6.6,20.71,3.98
2016-06-09,0,24.8,18.7,21.1,6.8,6.1,20.49,3.91
2016-06-10,0,24.6,18.1,21.1,4.9,5.8,21.11,4.08
2016-06-11,0,24.9,17.7,21.6,10.7,6.2,20.71,4.07
2016-06-12,0,24.9,19.4,21.7,11.1,6.3,19.26,3.78
2016-06-13,0,23.4,19.8,20.9,14.7,6.0,10.71,2.1
2016-06-14,0,25.0,19.2,21.1,16.2,6.2,18.78,3.67
2016-06-15,0,24.7,19.1,21.1,20.2,6.1,16.3,3.18
2016-06-16,0,23.5,19.7,20.9,70.8,5.8,12.51,2.48
2016-06-17,1,24.6,18.8,21.2,16.8,7.2,16.12,3.13
2016-06-18,0,24.8,19.3,21.2,23.6,6.3,14.9,2.92
2016-06-19,0,24.0,19.4,21.0,18.1,7.1,12.57,2.48
2016-06-20,0,23.3,19.1,20.7,3.9,4.6,9.47,1.98
2016-06-21,0,23.7,19.3,21.1,28.8,5.1,12.69,2.54
2016-06-22,0,23.5,19.2,20.9,14.4,6.8,13.23,2.57
2016-06-23,0,24.2,19.0,20.9,13.3,7.4,15.13,2.91
2016-06-24,0,23.8,19.1,21.0,7.6,5.2,11.96,2.35
2016-06-25,0,25.2,19.9,21.6,9.6,5.2,10.9,2.29
2016-06-26,0,26.0,19.6,22.2,5.3,5.9,17.02,3.46
2016-06-27,0,25.4,19.9,21.8,15.2,6.5,15.19,3.02
2016-06-28,0,25.1,19.8,22.0,11.5,5.9,13.71,2.74
2016-06-29,0,25.6,19.6,21.8,6.0,6.2,13.41,2.7
2016-06-30,0,24.4,19.9,21.4,11.2,6.0,11.48,2.33
2016-07-01,0,21.4,19.5,20.3,37.1,4.4,3.12,0.82
2016-07-02,0,23.7,19.2,21.2,25.3,4.4,9.77,2.05
2016-07-03,0,24.7,19.3,21.3,9.5,6.8,11.79,2.42
2016-07-04,0,24.1,19.9,21.8,10.0,6.6,11.96,2.44
2016-07-05,0,25.8,20.1,21.7,34.1,9.7,13.29,2.62
2016-07-06,0,23.8,19.6,21.5,12.2,6.8,13.06,2.59
2016-07-07,0,25.1,19.9,21.7,22.6,7.3,15.51,3.03
2016-07-08,0,25.4,19.7,21.8,13.6,7.3,17.45,3.36
2016-07-09,0,25.6,19.8,21.9,7.0,8.7,15.67,3.08
2016-07-10,0,24.5,20.2,21.8,12.1,7.3,13.29,2.66
2016-07-11,0,23.2,20.0,21.2,45.9,6.9,9.42,1.92
2016-07-12,0,24.0,19.5,21.5,42.0,6.9,15.62,3.02
2016-07-13,0,23.3,20.1,21.3,6.3,5.1,10.58,2.13
2016-07-14,0,24.9,20.1,21.9,15.5,5.1,11.62,2.44
2016-07-15,0,24.6,19.9,21.5,23.8,6.3,9.46,1.99
2016-07-16,0,25.2,20.3,21.9,34.2,7.4,14.04,2.78
2016-07-17,0,23.5,19.9,21.1,19.9,7.9,7.33,1.55
2016-07-18,0,22.9,19.7,20.7,31.6,4.7,6.75,1.43
2016-07-19,0,24.7,19.7,21.5,13.5,6.5,12.05,2.45
2016-07-20,0,23.6,20.2,21.3,33.4,5.7,7.9,1.67
2016-07-21,0,22.2,19.8,20.9,8.4,3.6,5.54,1.22
2016-07-22,0,21.4,19.4,20.4,17.0,4.1,4.71,1.09
2016-07-23,0,23.5,19.0,20.4,36.7,6.2,10.86,2.14
2016-07-24,0,23.6,18.9,20.8,10.9,5.2,12.67,2.54
2016-07-25,0,22.3,19.1,20.3,48.2,6.6,3.43,0.84
2016-07-26,0,22.3,18.9,20.3,20.6,7.0,9.78,1.98
2016-07-27,0,24.4,18.9,20.5,12.7,7.7,15.2,2.92
2016-07-28,0,20.9,18.9,19.9,30.7,3.5,6.26,1.36
2016-07-29,0,22.9,18.6,20.2,37.2,5.8,9.84,1.98
2016-07-30,0,22.8,18.8,20.4,22.2,5.4,9.98,2.03
2016-07-31,0,21.4,18.5,20.0,33.7,4.0,5.22,1.19
2016-08-01,0,24.6,19.8,21.9,11.4,5.4,14.56,3.0
2016-08-02,0,25.4,19.7,21.8,12.9,6.7,17.59,3.44
2016-08-03,0,25.4,20.1,22.5,14.6,6.9,19.04,3.75
2016-08-04,0,26.0,19.6,22.2,16.0,6.5,17.75,3.5
2016-08-05,0,25.6,20.0,22.1,14.1,5.8,16.21,3.19
2016-08-06,0,24.8,19.8,21.7,23.8,7.0,15.38,2.97
2016-08-07,0,24.4,19.7,21.5,9.5,7.2,15.04,2.86
2016-08-08,0,24.7,19.7,21.5,6.1,6.7,14.96,2.9
2016-08-09,0,24.8,19.4,21.4,22.5,6.4,16.75,3.23
2016-08-10,0,23.6,19.3,21.0,23.1,6.0,15.19,2.9
2016-08-11,0,24.2,19.2,21.3,4.0,5.4,14.07,2.79
2016-08-12,0,24.8,19.8,21.8,18.3,5.1,16.46,3.22
2016-08-13,0,24.1,19.6,21.5,11.8,5.4,13.88,2.72
2016-08-14,0,24.3,19.5,21.6,7.4,7.2,14.92,2.89
2016-08-15,0,25.8,19.6,21.9,26.6,7.0,16.66,3.26
2016-08-16,0,26.3,19.9,22.2,26.4,6.6,15.48,3.09
2016-08-17,0,24.5,20.2,21.9,28.4,4.6,15.53,3.05
2016-08-18,0,24.4,19.4,21.8,19.9,5.2,16.0,3.17
2016-08-19,1,24.7,19.8,21.7,14.2,7.7,14.35,2.78
2016-08-20,1,25.4,19.7,22.0,2.4,6.2,13.77,2.8
2016-08-21,0,26.3,19.4,22.7,8.5,5.5,17.77,3.55
2016-08-22,0,22.8,19.6,21.2,24.6,5.8,7.96,1.65
2016-08-23,0,24.7,19.0,21.2,8.7,7.1,18.05,3.43
2016-08-24,0,25.3,19.3,21.6,11.0,5.7,13.95,2.74
2016-08-25,0,26.9,20.1,23.1,13.6,6.0,21.76,4.29
2016-08-26,1,26.3,20.7,22.9,18.0,7.2,20.48,4.03
2016-08-27,0,27.7,20.0,23.3,13.4,5.4,23.96,4.76
2016-08-28,0,26.3,19.3,22.2,3.3,5.6,19.41,3.8
2016-08-29,0,24.6,19.2,21.3,10.9,7.2,15.56,3.06
2016-08-30,0,24.6,19.0,21.0,12.0,5.1,13.88,2.73
2016-08-31,0,25.0,19.6,21.5,12.6,6.4,14.4,2.82
2016-09-01,0,24.6,19.1,21.1,5.2,6.6,13.49,2.68
2016-09-02,0,23.6,19.2,20.8,14.4,6.4,12.68,2.41
2016-09-03,0,22.7,19.5,20.8,18.7,4.9,10.73,2.09
2016-09-04,0,22.3,19.8,20.5,80.5,4.9,7.08,1.48
2016-09-05,0,23.2,18.9,20.5,20.2,6.3,10.09,2.02
2016-09-06,1,22.3,19.4,20.2,22.1,4.9,7.72,1.55
2016-09-07,1,24.4,19.3,21.0,22.6,5.8,13.79,2.7
2016-09-08,1,23.9,18.8,20.4,23.0,4.5,9.96,2.01
2016-09-09,0,23.7,17.9,20.6,8.2,5.4,13.95,2.68
2016-09-10,0,23.2,19.0,20.4,14.1,5.4,9.49,1.89
2016-09-11,0,20.9,18.8,19.7,32.4,4.8,5.24,1.12
2016-09-12,0,20.7,18.4,19.2,27.1,5.2,2.67,0.69
2016-09-13,0,23.6,18.2,20.3,8.5,5.2,16.3,3.14
2016-09-14,0,24.0,18.1,20.3,12.0,5.8,15.2,2.91
2016-09-15,0,24.5,18.0,20.7,9.4,6.2,17.03,3.25
2016-09-16,0,24.1,18.5,20.5,9.4,5.6,14.25,2.72
2016-09-17,1,23.3,18.5,20.5,7.9,6.2,11.67,2.29
2016-09-18,0,24.1,18.0,20.2,4.8,6.2,15.17,2.9
2016-09-19,1,23.5,17.6,20.3,9.3,6.4,14.91,2.82
2016-09-20,0,23.4,18.8,20.4,11.4,6.6,11.69,2.26
2016-09-21,0,21.5,18.2,19.3,41.7,4.0,4.49,1.0
2016-09-22,0,22.0,17.9,19.2,35.9,6.1,8.6,1.68
2016-09-23,0,22.5,17.3,19.7,4.8,5.7,12.28,2.37
2016-09-24,0,21.0,17.7,19.1,10.1,4.3,6.73,1.37
2016-09-25,0,20.1,18.1,18.7,18.2,5.3,2.42,0.65
2016-09-26,0,21.3,17.5,19.2,4.1,6.1,8.06,1.6
2016-09-27,0,24.0,17.0,19.8,4.8,6.5,15.65,2.98
2016-09-28,0,22.6,17.9,19.7,3.7,4.6,8.02,1.61
2016-09-29,0,24.0,18.8,20.5,11.7,6.2,13.27,2.6
2016-09-30,0,24.6,18.1,20.7,5.4,5.8,17.16,3.26
2016-10-01,0,24.5,17.2,20.4,8.6,5.4,16.76,3.22
2016-10-02,0,24.8,18.1,20.9,6.6,5.4,16.8,3.23
2016-10-03,1,25.5,18.4,21.2,5.5,5.4,17.39,3.35
2016-10-04,0,24.1,17.5,20.5,13.3,5.5,14.3,2.72
2016-10-05,0,23.5,18.2,20.3,12.6,5.0,14.92,2.84
2016-10-06,0,23.6,18.1,20.3,5.5,5.6,13.36,2.56
2016-10-07,0,24.0,18.4,20.0,9.0,6.1,15.04,2.82
2016-10-08,0,23.4,17.8,19.8,15.3,6.1,12.46,2.39
2016-10-09,0,21.0,17.4,19.0,8.8,5.4,5.8,1.2
2016-10-10,1,20.6,16.7,18.5,14.3,4.7,6.23,1.27
2016-10-11,1,23.0,15.6,18.9,1.7,6.6,13.64,2.59
2016-10-12,1,23.3,16.4,19.3,3.5,6.3,17.38,3.22
2016-10-13,1,22.1,17.0,18.7,0.8,5.6,13.14,2.45
2016-10-14,1,21.0,14.8,17.9,5.7,5.2,11.62,2.15
2016-10-15,1,21.0,15.9,18.1,0.6,4.6,13.68,2.47
2016-10-16,0,20.8,15.8,17.9,2.3,4.1,12.16,2.21
2016-10-17,1,22.0,15.3,18.5,0.7,4.8,15.49,2.85
2016-10-18,0,21.6,16.0,18.5,0.3,4.3,14.58,2.7
2016-10-19,0,21.3,15.3,17.8,0.0,3.8,15.83,2.86
2016-10-20,0,21.5,14.0,17.7,0.1,5.1,16.52,3.01
2016-10-21,0,21.9,14.3,17.8,0.0,6.9,16.82,3.05
2016-10-22,0,20.8,14.1,17.3,1.3,6.2,15.99,2.84
2016-10-23,0,20.1,14.9,17.0,0.8,5.5,12.16,2.2
2016-10-24,0,20.5,13.9,17.0,0.1,5.9,13.19,2.37
2016-10-25,0,20.7,15.6,17.9,0.0,5.7,11.49,2.14
2016-10-26,0,20.9,14.3,17.2,0.5,6.1,15.15,2.68
2016-10-27,0,21.1,13.9,17.4,0.0,5.9,15.58,2.79
2016-10-28,0,20.3,13.4,16.8,0.0,5.9,17.62,3.06
2016-10-29,0,20.1,13.9,16.7,0.0,6.5,16.77,2.92
2016-10-30,0,20.7,12.7,16.7,0.0,5.5,17.23,3.0
2016-10-31,0,21.1,13.8,17.2,0.0,5.9,16.38,2.89
2016-11-01,1,21.7,10.1,16.7,0.0,6.0,15.82,2.87
2016-11-02,1,21.7,13.1,17.4,0.2,5.1,16.15,2.88
2016-11-03,1,21.3,13.9,17.6,0.0,5.4,15.81,2.84
2016-11-04,0,21.6,11.9,16.9,0.0,6.9,17.87,3.16
2016-11-05,0,20.6,12.1,16.1,0.0,7.8,17.31,3.0
2016-11-06,0,20.1,10.6,15.3,0.0,6.8,17.72,2.99
2016-11-07,1,20.0,11.1,15.4,0.0,7.1,17.84,3.02
2016-11-08,0,18.9,12.3,15.2,0.0,4.7,15.21,2.57
2016-11-09,0,19.4,11.7,15.2,0.0,5.4,17.09,2.9
2016-11-10,0,20.3,12.1,15.8,0.0,6.2,16.77,2.88
2016-11-11,0,19.3,12.9,15.8,0.0,5.6,13.3,2.33
2016-11-12,0,20.2,13.3,16.2,0.0,7.0,16.07,2.76
2016-11-13,0,20.4,11.9,15.6,0.0,7.1,16.61,2.82
2016-11-14,0,20.3,10.4,15.0,0.0,7.4,15.57,2.68
2016-11-15,1,20.6,9.6,14.9,0.0,6.1,15.9,2.79
2016-11-16,0,20.5,9.0,14.6,0.0,6.6,16.01,2.79
2016-11-17,0,19.3,10.9,14.5,0.0,5.5,16.84,2.81
2016-11-18,0,19.1,10.5,14.4,0.0,5.8,16.05,2.69
2016-11-19,0,17.6,10.8,14.0,0.0,5.4,12.13,2.02
2016-11-20,0,17.4,11.2,13.9,0.0,5.5,11.12,1.88
2016-11-21,0,18.7,11.7,14.5,0.0,6.4,14.89,2.48
2016-11-22,0,18.8,10.4,14.2,0.0,6.0,14.38,2.38
2016-11-23,0,18.7,12.4,14.5,0.0,5.8,10.85,1.87
2016-11-24,0,18.6,10.9,14.2,0.0,6.6,12.49,2.09
2016-11-25,0,16.1,11.3,13.2,0.0,5.1,7.44,1.3
2016-11-26,0,17.1,11.3,13.5,0.0,5.7,7.94,1.38
2016-11-27,0,17.3,11.1,13.6,0.0,6.5,11.1,1.84
2016-11-28,0,16.3,11.4,13.3,0.0,5.5,8.94,1.53
