date,Holiday,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration
2016-11-29,0,16.7,11.3,13.5,0.0,5.2,10.88,1.82
2016-11-30,0,16.0,11.1,13.4,0.0,4.2,9.98,1.66
2016-12-01,0,16.9,11.9,13.8,0.0,5.7,10.07,1.69
2016-12-02,0,16.3,11.7,13.5,0.0,7.1,8.87,1.49
2016-12-03,0,16.7,10.1,13.1,0.1,6.1,13.86,2.14
2016-12-04,0,19.1,10.2,14.1,0.0,5.4,15.12,2.49
2016-12-05,0,19.6,10.4,14.5,0.0,6.2,15.16,2.52
2016-12-06,0,19.2,11.6,14.8,0.0,5.4,14.6,2.44
2016-12-07,0,18.9,10.9,14.5,0.0,5.1,14.99,2.47
2016-12-08,0,19.5,11.6,14.8,0.0,5.2,15.02,2.53
2016-12-09,0,19.6,11.8,14.7,0.0,6.3,15.11,2.56
2016-12-10,0,19.3,10.6,14.3,0.0,5.7,15.18,2.54
2016-12-11,0,18.1,10.4,13.6,0.0,6.0,14.89,2.45
2016-12-12,0,17.0,9.7,12.5,0.0,6.2,14.95,2.35
2016-12-13,0,17.3,9.2,12.5,0.0,5.6,13.31,2.13
2016-12-14,0,17.8,8.4,12.6,0.0,6.4,14.1,2.27
2016-12-15,1,14.8,7.6,11.2,0.0,6.6,10.27,1.6
2016-12-16,0,17.1,9.9,13.0,0.0,5.4,11.39,1.85
2016-12-17,0,17.5,10.9,13.3,0.0,6.1,13.07,2.11
2016-12-18,0,16.9,9.9,12.6,0.0,6.6,14.6,2.25
2016-12-19,0,16.3,7.9,11.6,0.0,7.2,13.64,2.08
2016-12-20,0,13.6,9.2,10.9,0.0,4.5,7.02,1.13
2016-12-21,0,14.6,8.4,11.0,0.0,5.2,8.76,1.4
2016-12-22,0,17.7,8.3,12.8,0.0,6.0,13.53,2.16
2016-12-23,0,16.3,11.2,13.1,0.0,5.3,9.5,1.55
2016-12-24,0,15.3,11.4,12.7,0.0,4.9,6.8,1.15
2016-12-25,1,16.2,9.7,12.3,1.3,5.8,9.64,1.62
2016-12-26,0,14.3,8.1,10.9,1.0,7.2,12.82,1.92
2016-12-27,0,15.0,8.5,11.4,0.0,4.7,14.45,2.18
2016-12-28,0,15.4,8.0,11.3,0.0,5.8,14.31,2.17
2016-12-29,0,15.7,9.4,12.1,0.0,5.8,13.7,2.1
2016-12-30,1,16.4,9.4,12.5,0.0,5.4,13.49,2.14
2016-12-31,0,15.4,8.8,11.2,0.0,5.5,13.77,2.08
2017-01-01,0,15.5,6.7,10.7,0.5,7.3,11.92,1.84
2017-01-02,0,15.4,5.0,9.2,1.9,7.9,11.68,1.8
2017-01-03,0,15.4,4.8,10.0,1.5,7.1,13.59,2.09
2017-01-04,0,16.8,4.8,11.0,0.0,8.7,15.11,2.39
2017-01-05,0,15.6,5.2,10.1,0.6,6.4,14.28,2.2
2017-01-06,0,16.1,6.4,10.6,0.0,6.9,12.99,2.07
2017-01-07,0,16.2,4.5,10.2,1.1,7.4,14.14,2.22
2017-01-08,0,15.1,7.8,11.0,0.0,7.4,12.63,2.02
2017-01-09,0,15.4,6.5,10.9,0.4,8.0,13.76,2.2
2017-01-10,0,14.7,6.0,10.2,0.9,7.4,14.03,2.21
2017-01-11,1,13.1,5.9,9.2,1.0,8.2,15.0,2.17
2017-01-12,0,13.1,4.1,8.4,1.9,6.7,14.1,2.07
2017-01-13,0,14.3,2.9,8.3,0.0,5.9,16.01,2.35
2017-01-14,0,14.9,3.0,9.2,0.0,9.1,16.7,2.56
2017-01-15,1,16.2,4.4,10.2,0.0,9.8,16.5,2.6
2017-01-16,0,16.9,5.1,11.3,0.0,10.0,16.47,2.65
2017-01-17,0,17.1,6.1,11.5,0.0,8.7,16.35,2.62
2017-01-18,0,17.8,6.8,12.2,0.0,9.1,16.58,2.73
2017-01-19,0,18.1,7.0,12.4,0.0,8.9,16.81,2.84
2017-01-20,0,19.8,7.8,13.4,0.0,8.4,17.26,2.99
2017-01-21,0,20.4,7.0,13.3,0.0,11.0,16.96,2.9
2017-01-22,0,19.0,7.3,13.0,0.0,9.0,16.82,2.77
2017-01-23,0,19.9,6.8,13.3,0.0,8.6,17.04,2.88
2017-01-24,0,19.5,6.5,13.0,0.0,9.0,16.84,2.79
2017-01-25,0,21.8,8.6,14.8,0.0,7.0,16.96,2.96
2017-01-26,0,21.7,9.5,15.8,0.0,7.2,16.42,2.9
2017-01-27,0,15.9,9.4,12.2,12.1,6.8,6.58,1.2
2017-01-28,0,16.2,4.5,10.4,0.9,11.1,17.81,2.72
2017-01-29,0,18.6,6.2,12.1,0.0,9.2,17.56,2.84
2017-01-30,1,17.5,7.4,12.3,0.0,10.8,15.99,2.54
2017-01-31,0,17.4,7.4,12.0,2.6,7.3,15.32,2.46
2017-02-01,0,16.8,7.9,12.4,1.1,6.9,15.01,2.38
2017-02-02,0,15.7,8.7,12.0,0.8,10.0,12.77,2.01
2017-02-03,0,18.9,7.8,13.1,0.0,10.0,16.6,2.71
2017-02-04,0,21.2,8.3,15.0,0.0,7.3,17.45,3.02
2017-02-05,0,21.3,9.9,15.5,0.0,10.7,17.06,2.96
2017-02-06,0,19.4,9.9,14.0,0.0,11.8,16.29,2.79
2017-02-07,0,20.7,10.2,15.1,0.0,8.4,18.86,3.27
2017-02-08,0,20.9,8.8,14.9,0.0,9.9,18.91,3.28
2017-02-09,0,20.7,10.0,15.1,0.0,8.2,18.4,3.19
2017-02-10,1,19.3,6.1,13.1,0.0,6.6,19.42,3.26
2017-02-11,0,19.6,6.5,13.0,0.0,7.6,19.5,3.26
2017-02-12,0,18.8,8.0,13.7,0.1,9.4,18.27,3.08
2017-02-13,0,19.3,7.4,13.6,0.2,10.3,19.36,3.28
2017-02-14,0,20.4,8.4,14.2,0.0,11.4,19.39,3.37
2017-02-15,0,21.1,6.9,13.9,0.6,6.3,17.18,3.01
2017-02-16,0,21.7,8.2,15.1,1.5,8.6,17.39,3.11
2017-02-17,0,21.8,10.2,15.8,0.0,10.5,18.07,3.27
2017-02-18,0,21.4,10.6,15.9,1.1,8.9,12.32,2.28
2017-02-19,1,19.7,10.8,15.3,2.6,7.7,11.0,2.03
2017-02-20,0,20.1,11.0,14.5,4.8,9.2,15.58,2.73
2017-02-21,0,21.3,10.1,14.9,0.3,9.0,16.1,2.95
2017-02-22,0,20.2,10.6,15.4,1.8,6.5,17.31,3.12
2017-02-23,0,20.9,9.7,14.5,0.0,8.2,21.18,3.72
2017-02-24,0,21.0,7.9,13.9,0.0,8.2,21.55,3.75
2017-02-25,0,19.9,6.0,12.8,0.0,11.0,19.48,3.36
2017-02-26,0,19.0,6.9,13.2,0.0,10.7,19.92,3.39
2017-02-27,0,19.5,8.5,14.3,0.0,11.3,20.44,3.55
2017-02-28,0,20.5,8.9,15.1,0.0,12.2,20.44,3.61
2017-03-01,0,21.4,8.5,15.2,0.1,12.1,20.55,3.67
2017-03-02,0,21.7,9.8,15.7,0.5,14.1,20.0,3.72
2017-03-03,0,20.5,11.7,15.9,0.9,10.7,20.1,3.67
2017-03-04,0,21.9,9.7,15.6,0.0,9.8,20.94,4.04
2017-03-05,0,20.7,10.1,14.8,1.1,8.8,20.9,3.84
2017-03-06,0,21.1,9.4,14.8,0.0,9.4,22.63,4.14
2017-03-07,0,21.0,8.6,14.8,0.0,8.9,20.97,3.8
2017-03-08,1,20.3,8.1,14.4,0.1,8.4,20.52,3.64
2017-03-09,0,18.0,9.7,13.8,2.8,6.2,16.02,2.81
2017-03-10,0,15.9,9.0,12.1,19.9,8.6,11.65,2.03
2017-03-11,0,12.7,8.0,10.6,12.9,7.5,8.49,1.38
2017-03-12,0,14.1,5.7,10.3,0.4,10.5,21.21,3.24
2017-03-13,0,18.9,5.6,12.4,0.0,10.5,23.58,3.9
2017-03-14,0,17.5,6.1,12.4,1.3,8.8,21.71,3.66
2017-03-15,0,19.6,7.5,13.8,0.1,11.8,22.72,3.86
2017-03-16,0,19.0,8.2,13.7,1.2,8.2,20.58,3.52
2017-03-17,0,17.8,7.2,12.5,3.2,7.7,19.37,3.16
2017-03-18,0,18.6,7.7,12.7,3.6,8.6,21.38,3.64
2017-03-19,0,18.3,8.9,12.9,0.3,7.6,19.32,3.35
2017-03-20,0,17.0,8.2,12.2,0.6,12.5,19.73,3.13
2017-03-21,0,20.8,7.9,14.4,0.1,11.3,22.44,3.84
2017-03-22,0,20.6,9.6,15.3,0.5,8.7,15.39,2.83
2017-03-23,0,20.7,11.3,16.2,1.8,8.2,14.74,2.7
2017-03-24,0,22.2,12.7,16.7,4.1,9.2,16.99,3.16
2017-03-25,0,23.1,11.7,17.8,2.1,11.8,22.8,4.14
2017-03-26,0,22.2,14.0,18.3,1.4,8.4,18.35,3.43
2017-03-27,0,22.3,15.3,18.1,3.4,5.4,12.31,2.43
2017-03-28,0,22.4,15.2,18.4,4.1,7.6,15.19,2.86
2017-03-29,0,21.8,16.3,18.3,17.0,5.8,9.62,1.93
2017-03-30,0,23.8,16.7,19.4,2.7,10.0,14.85,2.88
2017-03-31,0,22.2,16.7,18.8,9.4,4.5,12.02,2.39
2017-04-01,0,22.3,13.1,17.8,13.2,8.9,16.36,3.04
2017-04-02,0,24.2,13.2,18.4,2.6,10.8,21.1,3.98
2017-04-03,0,22.7,13.9,17.5,2.0,6.1,19.22,3.57
2017-04-04,0,24.0,13.4,18.7,0.3,12.0,23.35,4.37
2017-04-05,0,21.6,14.7,17.9,3.1,10.0,18.01,3.24
2017-04-06,0,24.4,14.2,19.0,0.1,11.7,22.69,4.24
2017-04-07,0,26.4,15.8,20.9,0.0,9.0,23.81,4.72
2017-04-08,1,26.0,16.3,20.5,0.7,12.2,24.85,4.94
2017-04-09,0,26.6,16.5,21.2,0.0,10.2,27.7,5.68
2017-04-10,1,25.7,14.6,20.1,0.0,9.0,26.87,5.4
2017-04-11,0,25.6,12.8,19.0,0.0,8.4,27.19,5.33
2017-04-12,0,25.3,13.6,19.0,0.1,10.7,25.3,4.98
2017-04-13,1,25.2,14.3,19.8,0.0,7.4,23.37,4.63
2017-04-14,0,24.3,14.8,18.7,13.9,10.0,18.8,3.59
2017-04-15,0,21.2,13.3,17.2,1.7,8.1,15.94,3.01
2017-04-16,1,25.4,13.4,19.4,0.0,11.3,27.14,5.15
2017-04-17,0,25.7,14.0,19.6,0.1,10.9,25.37,4.73
2017-04-18,0,24.2,15.0,19.9,3.8,9.7,17.09,3.31
2017-04-19,0,23.0,17.3,19.4,11.5,7.1,13.67,2.66
2017-04-20,0,22.7,16.7,18.8,7.5,5.2,11.1,2.19
2017-04-21,0,23.1,16.4,19.3,9.6,6.5,12.83,2.57
2017-04-22,0,22.1,16.5,19.0,19.3,7.2,11.11,2.16
2017-04-23,0,22.4,16.1,18.9,9.1,6.7,17.8,3.29
2017-04-24,1,23.2,16.0,19.1,15.0,8.3,18.53,3.48
2017-04-25,0,26.0,14.9,20.2,0.6,12.2,25.17,4.91
2017-04-26,0,27.2,15.5,20.9,0.8,11.9,27.19,5.54
2017-04-27,0,27.1,16.0,21.2,0.0,12.0,26.34,5.43
2017-04-28,0,26.5,15.0,20.9,0.3,9.1,26.24,5.41
2017-04-29,0,26.5,14.6,19.8,1.2,11.5,23.08,4.74
2017-04-30,0,25.0,15.2,20.3,0.8,9.5,24.04,4.67
2017-05-01,1,24.0,15.2,19.6,0.1,7.4,21.81,4.26
2017-05-02,0,24.2,14.2,19.5,0.3,12.2,26.66,5.11
2017-05-03,0,24.6,15.8,19.9,0.1,8.7,21.71,4.27
2017-05-04,0,24.2,15.5,19.6,0.8,11.7,21.88,4.22
2017-05-05,0,26.2,14.5,20.6,0.8,10.7,26.24,5.25
2017-05-06,0,25.0,16.8,21.0,0.4,10.5,21.48,4.3
2017-05-07,0,26.4,16.0,21.1,2.1,8.8,22.08,4.41
2017-05-08,0,24.8,16.3,20.3,4.0,7.1,19.37,3.82
2017-05-09,0,24.0,16.3,19.5,18.5,7.6,14.32,2.87
2017-05-10,0,24.8,15.6,19.7,3.0,9.1,20.33,3.88
2017-05-11,0,24.3,16.6,20.2,6.9,5.6,18.98,3.67
2017-05-12,0,24.3,16.9,20.0,9.0,5.5,17.18,3.36
2017-05-13,0,24.7,16.8,20.4,1.4,6.9,21.0,3.98
2017-05-14,0,24.0,17.8,20.3,10.6,6.5,15.93,3.08
2017-05-15,0,23.8,16.6,20.2,8.5,9.0,19.18,3.64
2017-05-16,0,24.5,17.3,20.7,4.8,6.6,17.58,3.4
2017-05-17,0,24.2,18.1,20.3,29.0,6.5,18.05,3.48
2017-05-18,0,24.7,16.9,20.5,0.5,7.4,23.67,4.43
2017-05-19,0,25.1,16.7,21.0,1.2,8.3,24.27,4.6
2017-05-20,0,25.2,17.3,21.1,6.4,9.8,23.02,4.34
2017-05-21,0,26.8,18.2,22.1,0.5,9.2,24.15,4.77
2017-05-22,0,26.6,18.5,22.5,1.0,10.2,24.42,4.85
2017-05-23,1,28.3,19.1,23.2,0.0,10.6,25.8,5.36
2017-05-24,0,26.7,18.5,22.3,0.2,8.9,25.03,4.87
2017-05-25,0,26.7,18.1,22.2,1.1,8.2,24.21,4.76
2017-05-26,0,25.8,18.8,21.7,10.7,5.2,19.95,3.94
2017-05-27,0,23.3,17.0,19.4,50.1,8.1,10.62,2.14
2017-05-28,0,23.2,17.2,19.6,29.4,6.4,10.83,2.12
2017-05-29,1,24.6,17.4,20.8,9.2,7.4,19.56,3.82
2017-05-30,0,24.2,17.2,20.5,8.1,7.8,17.58,3.41
2017-05-31,0,25.1,18.0,20.9,19.9,6.4,20.92,4.06
2017-06-01,0,26.0,16.8,21.6,1.4,6.7,23.39,4.55
2017-06-02,0,27.4,18.1,22.6,2.6,9.9,25.5,5.12
2017-06-03,0,25.7,17.9,22.4,2.9,9.4,22.59,4.45
2017-06-04,0,27.9,19.8,24.1,0.2,10.2,24.6,4.98
2017-06-05,0,26.7,20.0,22.5,46.2,5.5,17.82,3.65
2017-06-06,0,24.6,19.7,21.7,14.0,10.0,10.64,2.25
2017-06-07,0,26.7,19.0,21.9,40.7,7.2,16.76,3.44
2017-06-08,0,25.6,18.6,21.5,1.5,5.2,15.86,3.19
2017-06-09,0,25.7,18.3,21.8,5.9,4.8,18.61,3.71
2017-06-10,0,26.2,18.9,22.1,3.9,7.7,21.2,4.16
2017-06-11,0,26.4,18.0,22.3,0.7,7.6,22.09,4.35
2017-06-12,0,26.3,19.9,22.6,1.3,9.1,22.48,4.4
2017-06-13,0,26.6,18.9,22.7,1.2,7.6,23.41,4.65
2017-06-14,0,26.4,18.3,21.9,25.8,6.5,17.43,3.51
2017-06-15,0,25.3,18.2,21.9,3.4,8.8,20.88,4.05
2017-06-16,0,26.2,19.2,21.6,60.2,5.8,16.2,3.21
2017-06-17,1,24.7,18.9,21.4,10.7,7.7,17.35,3.41
2017-06-18,0,26.3,17.7,22.2,2.5,7.9,21.05,4.19
2017-06-19,0,26.7,19.9,22.4,6.1,6.6,21.29,4.23
2017-06-20,0,24.9,19.1,22.0,11.7,7.7,16.84,3.35
2017-06-21,0,23.7,20.0,21.0,19.8,6.7,8.37,1.77
2017-06-22,0,26.1,19.3,21.9,17.1,5.2,16.41,3.29
2017-06-23,0,26.0,19.7,22.5,6.6,6.2,18.3,3.65
2017-06-24,0,27.0,20.0,22.9,6.8,5.7,19.65,4.02
2017-06-25,0,26.8,20.0,22.8,20.8,4.3,18.69,3.84
2017-06-26,0,27.1,20.4,23.4,11.3,4.3,20.24,4.13
2017-06-27,0,27.2,20.8,22.7,40.8,4.7,14.81,3.09
2017-06-28,0,26.8,20.8,22.9,35.4,6.1,14.8,3.05
2017-06-29,0,26.4,20.2,23.0,52.9,6.8,17.38,3.5
2017-06-30,0,26.7,20.9,23.1,14.1,5.7,17.65,3.58
2017-07-01,0,27.0,20.9,22.7,74.0,6.6,12.11,2.55
2017-07-02,0,25.6,20.8,22.6,82.3,6.6,12.91,2.66
2017-07-03,0,26.6,20.7,22.5,36.1,6.3,12.59,2.62
2017-07-04,0,26.2,20.2,22.7,31.9,5.8,12.5,2.63
2017-07-05,0,25.2,21.2,22.4,19.3,8.8,10.09,2.11
2017-07-06,0,24.8,20.8,22.2,15.0,5.5,7.09,1.58
2017-07-07,0,26.1,20.6,22.8,16.5,4.6,12.54,2.61
2017-07-08,0,27.5,20.9,23.2,68.0,6.8,15.95,3.3
2017-07-09,0,25.8,21.4,22.5,42.5,7.1,7.51,1.69
2017-07-10,0,23.0,20.5,21.5,55.2,7.1,4.7,1.16
2017-07-11,0,25.9,20.1,22.1,12.1,10.7,13.79,2.87
2017-07-12,0,25.4,19.4,22.2,2.6,6.8,15.9,3.23
2017-07-13,0,25.6,19.4,22.3,6.2,4.9,16.86,3.42
2017-07-14,0,26.5,19.4,22.3,31.9,5.4,15.76,3.21
2017-07-15,0,26.0,20.6,22.7,48.6,5.8,16.8,3.41
2017-07-16,0,27.1,20.1,22.8,17.3,5.2,16.44,3.36
2017-07-17,0,26.9,21.0,23.4,59.5,5.4,20.25,4.12
2017-07-18,0,26.8,20.0,23.0,14.7,6.1,20.31,4.07
2017-07-19,0,27.3,20.3,23.0,43.4,5.6,17.67,3.67
2017-07-20,0,25.6,20.1,22.5,5.1,5.2,12.87,2.66
2017-07-21,0,26.2,20.5,22.5,12.5,5.0,13.76,2.85
2017-07-22,0,25.9,20.0,22.5,24.6,5.6,15.12,3.08
2017-07-23,0,25.6,20.1,22.2,59.7,6.3,13.93,2.84
2017-07-24,0,24.0,20.3,21.8,7.5,7.5,13.18,2.6
2017-07-25,0,25.1,20.0,22.2,16.0,5.6,14.22,2.9
2017-07-26,0,25.0,20.5,22.4,17.0,7.6,12.32,2.57
2017-07-27,0,26.4,19.3,22.8,5.2,6.9,19.61,3.93
2017-07-28,0,26.9,20.1,22.7,33.1,7.0,17.1,3.49
2017-07-29,0,25.3,20.6,22.2,31.2,6.2,10.32,2.21
2017-07-30,0,24.3,20.4,21.8,21.1,4.7,10.53,2.16
2017-07-31,0,25.6,20.0,22.4,12.0,6.8,14.83,3.0
2017-08-01,0,25.6,20.4,22.8,16.4,7.6,16.42,3.3
2017-08-02,0,25.2,20.7,22.4,23.1,6.9,12.14,2.51
2017-08-03,0,24.9,21.1,22.7,8.9,5.4,10.11,2.16
2017-08-04,0,26.2,21.1,23.1,20.9,5.2,12.48,2.62
2017-08-05,0,27.9,20.8,23.5,43.3,5.9,17.58,3.65
2017-08-06,0,26.7,20.7,23.3,45.7,5.2,15.76,3.22
2017-08-07,0,26.5,21.4,22.8,49.8,4.7,10.9,2.33
2017-08-08,0,24.9,21.4,22.7,22.3,5.2,11.3,2.37
2017-08-09,0,24.2,20.8,22.0,42.2,6.1,5.92,1.33
2017-08-10,0,24.4,20.6,22.0,13.2,5.8,8.79,1.89
2017-08-11,0,24.8,20.5,22.3,19.9,4.1,9.86,2.08
2017-08-12,0,24.4,20.8,22.0,98.7,7.4,4.61,1.11
2017-08-13,0,22.9,20.4,21.1,180.5,7.4,4.32,1.05
2017-08-14,0,24.1,19.6,21.3,36.7,6.6,9.28,1.94
2017-08-15,0,25.2,20.1,21.9,12.6,6.6,12.18,2.48
2017-08-16,0,25.8,20.4,22.4,18.4,6.5,13.61,2.76
2017-08-17,0,26.4,20.6,22.5,45.3,4.8,12.62,2.63
2017-08-18,0,25.5,20.0,22.4,52.2,5.6,13.88,2.83
2017-08-19,1,23.8,20.3,21.8,12.7,4.9,9.44,1.96
2017-08-20,1,25.2,20.1,21.9,54.0,7.2,11.98,2.48
2017-08-21,0,24.6,20.0,21.7,33.3,5.8,10.32,2.14
2017-08-22,0,25.3,19.6,21.8,22.0,5.1,11.01,2.28
2017-08-23,0,25.6,19.8,22.1,6.9,5.6,13.37,2.71
2017-08-24,0,27.2,18.8,22.5,3.5,7.2,19.9,3.97
2017-08-25,0,27.0,19.4,22.5,3.2,6.9,18.38,3.68
2017-08-26,1,26.8,19.8,22.7,19.1,5.6,17.79,3.58
2017-08-27,0,25.0,19.5,22.0,40.3,4.2,10.73,2.23
2017-08-28,0,25.5,19.7,22.0,13.9,5.5,12.77,2.58
2017-08-29,0,27.4,19.3,22.5,1.2,5.9,18.29,3.7
2017-08-30,0,25.2,19.3,22.5,3.7,6.3,17.66,3.49
2017-08-31,0,25.4,20.6,22.3,12.4,4.5,14.5,2.9
2017-09-01,0,24.5,19.8,21.7,19.7,5.5,12.05,2.44
2017-09-02,0,24.6,19.8,21.7,10.1,8.1,15.11,2.98
2017-09-03,0,24.2,19.0,21.2,15.0,5.5,13.29,2.58
2017-09-04,0,24.5,18.9,21.6,1.5,7.1,17.74,3.37
2017-09-05,0,26.3,19.0,22.3,3.0,6.9,19.11,3.79
2017-09-06,1,26.8,19.3,22.2,4.2,4.7,17.9,3.57
2017-09-07,1,25.6,19.3,22.2,4.3,8.2,17.95,3.53
2017-09-08,1,25.4,19.3,21.9,1.4,8.7,17.25,3.31
2017-09-09,0,25.6,19.1,22.3,1.0,8.7,20.17,3.88
2017-09-10,0,25.7,19.3,22.3,9.2,6.2,17.53,3.45
2017-09-11,0,25.6,19.0,22.2,2.0,8.5,19.2,3.72
2017-09-12,0,25.1,19.0,21.8,9.2,6.2,17.12,3.33
2017-09-13,0,25.0,19.5,21.9,3.0,4.8,16.12,3.16
2017-09-14,0,25.3,19.5,22.0,2.4,6.2,17.56,3.41
2017-09-15,0,24.9,19.6,21.9,6.0,5.9,15.69,3.09
2017-09-16,0,27.4,18.9,22.7,1.2,6.2,19.44,3.87
2017-09-17,1,28.2,19.3,23.2,1.4,5.4,19.99,4.02
2017-09-18,0,25.2,20.1,21.9,2.7,6.9,13.09,2.63
2017-09-19,1,26.1,19.8,22.2,23.0,5.7,14.73,2.94
2017-09-20,0,25.1,19.6,21.8,29.0,6.4,11.21,2.31
2017-09-21,0,25.7,19.4,21.7,7.6,7.7,11.38,2.37
2017-09-22,0,24.5,19.2,21.3,6.1,7.1,11.13,2.25
2017-09-23,0,26.5,18.3,22.1,5.4,7.4,19.43,3.8
2017-09-24,0,26.3,19.5,22.1,1.1,8.0,17.41,3.44
2017-09-25,0,26.6,18.5,22.0,5.2,5.9,18.45,3.64
2017-09-26,0,27.1,19.5,22.2,1.9,5.1,17.07,3.41
2017-09-27,0,27.1,19.1,22.2,2.1,7.4,19.72,3.89
2017-09-28,0,26.2,18.5,21.9,2.6,5.1,16.91,3.35
2017-09-29,0,25.2,18.4,21.5,33.8,4.4,14.41,2.88
2017-09-30,0,23.9,19.5,21.3,82.3,6.6,13.03,2.57
2017-10-01,0,23.5,18.9,21.1,2.8,7.9,14.4,2.73
2017-10-02,0,23.5,19.1,21.0,2.9,6.1,14.69,2.75
2017-10-03,1,24.3,19.0,21.0,0.3,8.0,16.0,3.06
2017-10-04,0,26.1,18.2,21.6,0.1,7.6,18.6,3.6
2017-10-05,0,26.8,17.8,21.9,0.8,4.8,17.54,3.42
2017-10-06,0,26.9,17.6,21.9,1.8,5.6,17.82,3.51
2017-10-07,0,25.8,17.5,21.5,0.6,9.2,17.56,3.39
2017-10-08,0,24.8,17.7,20.6,2.3,8.4,15.44,2.94
2017-10-09,0,25.4,16.7,21.0,1.4,5.4,17.81,3.41
2017-10-10,1,24.5,17.8,20.9,2.2,6.1,16.51,3.15
2017-10-11,1,24.3,17.6,20.7,6.3,5.8,12.52,2.45
2017-10-12,1,25.8,17.5,21.0,0.4,8.1,16.98,3.29
2017-10-13,1,24.5,17.1,20.5,0.3,8.4,16.91,3.16
2017-10-14,1,24.9,17.2,20.5,0.2,8.9,14.88,2.87
2017-10-15,1,24.3,16.4,20.0,2.3,7.0,15.33,2.92
2017-10-16,0,22.0,16.4,18.9,0.1,6.7,13.2,2.43
2017-10-17,1,23.9,17.1,20.0,1.2,6.7,14.94,2.87
2017-10-18,0,26.8,16.7,21.3,0.2,6.5,17.34,3.41
2017-10-19,0,26.2,16.9,21.2,0.0,7.6,18.76,3.63
2017-10-20,0,24.7,17.4,20.7,3.7,6.5,15.61,2.98
2017-10-21,0,21.8,16.9,19.0,2.4,9.1,12.36,2.27
2017-10-22,0,22.7,16.6,19.2,1.2,8.7,14.64,2.72
2017-10-23,0,21.9,14.9,17.9,2.0,8.0,15.1,2.74
2017-10-24,0,21.8,13.7,17.3,0.9,8.2,16.02,2.91
2017-10-25,0,21.4,12.2,16.5,1.8,6.4,15.96,2.89
2017-10-26,0,21.4,11.3,16.4,0.1,8.2,14.94,2.74
2017-10-27,0,21.5,12.9,16.5,0.5,5.6,14.59,2.64
2017-10-28,0,19.5,13.0,15.5,10.5,6.2,10.34,1.85
2017-10-29,0,19.1,11.8,14.9,0.7,6.8,13.98,2.43
2017-10-30,0,19.9,11.2,15.3,0.0,8.9,15.96,2.78
2017-10-31,0,17.7,11.3,14.4,0.0,8.9,10.21,1.81
2017-11-01,1,20.0,10.9,14.9,0.0,7.3,14.91,2.56
2017-11-02,1,21.9,11.8,16.3,0.2,5.4,14.62,2.66
2017-11-03,1,22.3,12.1,16.7,0.6,5.1,14.92,2.69
2017-11-04,0,22.3,12.4,16.6,0.1,6.0,14.97,2.74
2017-11-05,0,22.1,11.8,16.5,0.0,9.8,16.43,3.02
2017-11-06,0,22.2,11.6,16.8,0.0,8.3,16.39,3.0
2017-11-07,1,22.0,12.0,17.0,0.5,4.8,14.55,2.65
2017-11-08,0,21.6,11.5,16.6,0.8,5.9,13.72,2.49
2017-11-09,0,20.7,11.2,15.7,0.2,6.5,14.22,2.5
2017-11-10,0,20.8,11.9,15.9,0.6,5.3,14.32,2.55
2017-11-11,0,20.8,10.5,15.7,0.0,9.4,15.22,2.69
2017-11-12,0,21.0,10.1,15.2,0.0,9.3,15.57,2.73
2017-11-13,0,20.9,10.6,15.1,0.0,10.5,15.3,2.68
2017-11-14,0,21.1,9.6,14.9,0.0,8.1,15.11,2.64
2017-11-15,1,21.6,9.2,15.6,0.0,8.1,14.88,2.62
2017-11-16,0,20.6,12.3,15.9,0.2,6.7,10.73,1.97
2017-11-17,0,21.5,11.8,16.0,0.1,6.6,13.99,2.51
2017-11-18,0,21.3,9.3,15.0,0.0,7.1,14.74,2.61
2017-11-19,0,21.3,11.3,15.9,0.0,9.3,14.89,2.7
2017-11-20,0,20.7,11.8,15.8,0.0,7.2,13.8,2.53
2017-11-21,0,20.0,10.4,14.7,0.0,9.6,14.28,2.49
2017-11-22,0,19.2,9.3,13.7,0.0,8.1,14.7,2.51
2017-11-23,0,19.3,8.3,13.2,0.0,7.8,14.5,2.45
2017-11-24,0,18.1,8.0,12.8,0.0,9.8,13.87,2.29
2017-11-25,0,18.9,7.1,13.4,0.0,7.4,12.26,2.12
2017-11-26,0,19.3,9.6,14.1,0.4,9.3,12.43,2.16
2017-11-27,0,17.0,8.2,12.3,1.2,5.6,9.93,1.7
2017-11-28,0,17.0,8.9,12.8,1.1,6.5,9.38,1.62
2017-11-29,0,15.9,8.1,11.9,0.3,8.3,10.79,1.74
2017-11-30,0,17.3,7.7,12.0,0.0,8.9,12.52,2.01
2017-12-01,0,19.0,6.8,12.7,0.0,6.9,13.36,2.21
2017-12-02,0,18.2,7.5,12.7,0.0,6.2,13.64,2.25
2017-12-03,0,18.2,8.4,12.8,0.0,9.6,13.02,2.18
2017-12-04,0,18.8,8.6,13.2,0.0,9.0,13.33,2.24
2017-12-05,0,18.4,9.6,13.3,0.0,6.9,11.52,1.98
2017-12-06,0,19.2,10.5,14.2,0.0,9.5,10.94,1.94
2017-12-07,0,18.9,9.9,14.2,0.0,7.8,12.96,2.16
2017-12-08,0,20.4,10.3,14.9,0.0,7.6,12.7,2.19
2017-12-09,0,20.6,10.1,15.0,0.0,7.8,13.27,2.28
